	Restaurant	Food restrictions	Menu	Menu Eng
1666	Ristorante Momento Itis	['Gluten-free', 'Vegan', 'Vegetarian']	Pasta | PASTA CARBONARA	Pasta / PASTA CARBONARA
1667	Ristorante Momento Itis	['Gluten-free', 'Vegan', 'Vegetarian']	Pasta | SAVUPOROPASTA	Pasta | smoked reindeer
1668	Ristorante Momento Itis	['Gluten-free', 'Vegan', 'Vegetarian']	Pasta | PASTA FRUTTI DI MARE	Pasta / PASTA FRUTTI DI MARE
1669	Ristorante Momento Itis	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | KLASSINEN PIPPURIPIHVI	Mains / classic pepper steak
1670	Ristorante Momento Itis	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | BEARNAISE-BROILERIA	Mains / BEARNAISE chicken
1671	Ristorante Momento Itis	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | PORSAANLEIKE	Mains / pork chop
1672	Ristorante Momento Itis	['Gluten-free', 'Vegan', 'Vegetarian']	Pizza | NEW YORK	Pizza / NEW YORK
1673	Ristorante Momento Itis	['Gluten-free', 'Vegan', 'Vegetarian']	Pizza | MARINARA	Pizza / MARINARA
1674	Ristorante Momento Itis	['Gluten-free', 'Vegan', 'Vegetarian']	Pizza | DI POLLO	Pizza / DI POLLO
1675	Ravintola Sitara	['Gluten-free', 'Vegan', 'Vegetarian']	Lunch | Buffet Menu : Sitaran lounas tarjoaa herkullisia, rakkaudella valmistettuja kotiruokia.	Lunch / Buffet Menu: Sitara lunch offers delicious, lovingly prepared home-cooked meals.
1676	"Bhatti ""Essence of Nepal"""	['Gluten-free', 'Vegan', 'Vegetarian']	Buffet | Tandoori Butter Chicken : One of our all-time customer favorites! ✨ Loved by many, enjoyed by all.	Buffet / Tandoori Butter Chicken: one of our all-time customer favorites! ✨ Loved by many, enjoyed by all.
1677	Cafe Monami	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Tomaatti Lulidi : Suosittu kreikkalainen alkupala. Tuorebuffalo-mozzarella, jonka päällä raikaskreikkalainen salaatti - maustettu rakkaudella.	Starters / tomato Lulidi : a popular Greek appetizer. Fresh Buffet mozzarella topped with fresh Greek salad spiced with love.
1678	Cafe Monami	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Muhammara : Anatolian tapaan valmistettu alkupala: grillattua munakoisoa, grillattua paprikaa ja muita kasviksia. Viimeistely viiriäisenmunalla. Salsassa käytetään saksanpähkinää.	Starters | Muhammara: appetizer made in Anatolian style: grilled eggplant, grilled peppers and other vegetables. Finish with quail egg. The salsa uses walnuts.
1679	Cafe Monami	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Simpukat : Haudettu valkoviinissä, sitruunalla ja tuoreella tillillä.	Starters / mussels : buried in white wine, lemon and fresh dill.
1680	Cafe Monami	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Risotto Frutti Di Mare : Täyteläinen äyriäisrisotto, jossa sahraminaromi, valkoviini ja tilli korostavat merenmakuja. Viimeistely parmesaanilla.	Mains / Risotto Frutti Di Mare: a rich seafood risotto with saffron flavour, white wine and dill to accentuate the sea flavours. Finish with Parmesan.
1681	Cafe Monami	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Filetto Vino Rosso : Puuhiiligrillissä paistettu 250g entrecote, paistetut kauden kasvikset ja jättilohkoperuat punaviinikastikkeessa.	Mains / Filetto Vino Rosso: 250g entrecote, sautéed seasonal vegetables and giant potato wedges in red wine sauce on a charcoal grill.
1682	Cafe Monami	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Classic Burger : Black Angus -pihvi, tupla Monterey Jack -juusto, jääsalaatti, pihvitomaatti, maustekurkku, karamellisoitu sipuli, truffelimajoneesi ja lankkuperunat.	Mains / Classic Burger: Black Angus Steak, double Monterey Jack cheese, ice salad, steak tomato, pickled cucumber, caramelised onion, truffel mayonnaise and plank potatoes.
1683	Cafe Monami	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Kahvila : Monamin vitriinistä löydät tuoreita suolaisia piiraita, kakkuja, pullia ja muita käsintehtyjä herkkuja. Valikoima elää päivittäin – tule maistamaan tämän päivän suosikit!	Desserts / Cafe: in Monam's display case you'll find fresh savoury pies, cakes, buns and other handmade treats. The range lives DAILY-come and taste today's favourites!
1684	Ragazza Pasta Bar	['Gluten-free', 'Vegan', 'Vegetarian']	Antipasti | Burrata	Antipasti / Burrata
1685	Ragazza Pasta Bar	['Gluten-free', 'Vegan', 'Vegetarian']	Antipasti | Prosciutto	Antipasti / Prosciutto
1686	Ragazza Pasta Bar	['Gluten-free', 'Vegan', 'Vegetarian']	Antipasti | Chiliranskalaisia & appelsiinimajoneesia	Antipasti | chilli fries & Orange mayonnaise
1687	Ragazza Pasta Bar	['Gluten-free', 'Vegan', 'Vegetarian']	Pasta | PEA & SCAMPI : Hernettä, jättikatkaravunpyrstöjä & parmesaania / Pea, scampi & parmigiano	Pasta | PEA & SCAMPI: peas, prawns & Parmesan / Pea, scampi & parmigiano
1688	Ragazza Pasta Bar	['Gluten-free', 'Vegan', 'Vegetarian']	Pasta | BROWN BUTTER : Ruskea voi -jalopeno kastiketta & parmesaania / Brown butter -jalapeno sauce & parmigiano	Pasta / BROWN BUTTER: brown butter-jalapeno sauce & parmesan / Brown butter-jalapeno sauce & parmigiano
1689	Ragazza Pasta Bar	['Gluten-free', 'Vegan', 'Vegetarian']	Pasta | GNOCCHI : Perunagnoccheja, gremolataa & ricottaa  / Potato gnocchi, gremolata & ricotta	Pasta / GNOCCHI: potato Agnocchi, gremolata & ricotta / Potato gnocchi, gremolata & ricotta
1690	Ragazza Pasta Bar	['Gluten-free', 'Vegan', 'Vegetarian']	Sandwiches | PROSCIUTTO FOCACCIA : Prosciutto, tryffeliricotta, pistaasi /  Prosciutto, truffle ricotta, pistachio	Sandwiches / PROSCIUTTO FOCACCIA: Prosciutto, truffle ricotta , pistachio / Prosciutto, truffle ricotta, pistachio
1691	Ragazza Pasta Bar	['Gluten-free', 'Vegan', 'Vegetarian']	Sandwiches | BURRATA FOCACCIA : Burrataa, salsa verdeä & pistaasia /  Burrata, salsa verde & pistachio	Sandwiches / BURRATA FOCACCIA: burrata, salsa verde & pistachio / Burrata, salsa verde & pistachio
1692	Ragazza Pasta Bar	['Gluten-free', 'Vegan', 'Vegetarian']	Set Menu | Armiina Pop-Up (10-11.10.2025) : - Tartar 'El Maco'- Kaali, chili & pistaasi- Sahramirisotto- Siikaa, valkopapua & kastike paahdetusta hiivasta- Parfait hapankermasta, kinuskia & lipstikkaa	Set Menu / Armina Pop-Up (10-11. 10. 2025): - Tartar 'El Maco' cabbage, chilli & pistachio Saffron Risotto-Whitefish, white bean & sauce from toasted yeast-Parfait sour cream, caramel & lipstick
1693	Ragazza Pasta Bar	['Gluten-free', 'Vegan', 'Vegetarian']	Set Menu | Kasvismenu Armiina  (10-11.10.2025) : - Kasvistartar 'El Maco'- Kaali, chili & pistaasi- Sahramirisotto- Dumplings & kastike paahdetusta hiivasta- Parfait hapankermasta, kinuskia & lipstikkaa	Set Menu / veggie menu Armiina (10-11. 10. 2025): - veggie tartare 'El Maco' cabbage, chilli & pistachio Saffron Risotto-Dumplings & sauce from roasted yeast-Parfait sour cream, caramel & lipstick
1694	Hungry Hub Vuosaari	['Gluten-free', 'Vegan', 'Vegetarian']	Chicken | Hungry Wings 9 pcs	Chicken / Hungry Wings 9 pcs
1695	Hungry Hub Vuosaari	['Gluten-free', 'Vegan', 'Vegetarian']	Chicken | Hungry Spicy Chicken Burger	Chicken / Hungry Spicy Chicken Burger
1696	Hungry Hub Vuosaari	['Gluten-free', 'Vegan', 'Vegetarian']	Chicken | Hungry Nuggets Junior	Chicken / Hungry Nuggets Junior
1697	Hungry Hub Vuosaari	['Gluten-free', 'Vegan', 'Vegetarian']	Sides | Cheese Ball	Sides / Cheese Ball
1698	Hungry Hub Vuosaari	['Gluten-free', 'Vegan', 'Vegetarian']	Sides | Mac & Cheese	Sides / Mac & Cheese
1699	Hungry Hub Vuosaari	['Gluten-free', 'Vegan', 'Vegetarian']	Sides | Hungry Side Box	Sides / Hungry Side Box
1700	Hungry Hub Vuosaari	['Gluten-free', 'Vegan', 'Vegetarian']	Burgers | Hungry Basic Chicken	Burgers / Hungry Basic Chicken
1701	Hungry Hub Vuosaari	['Gluten-free', 'Vegan', 'Vegetarian']	Burgers | Hungry Chili Double Beef	Burgers | Hungry Chili Double Beef
1702	Hungry Hub Vuosaari	['Gluten-free', 'Vegan', 'Vegetarian']	Burgers | Mini Beef Burger	Burgers / Mini Beef Burger
1703	Ravintola Mayur	['Vegan', 'Vegetarian']	 | TARKARI KO SOUP : Kermainen kookos-kasviskeitto	 / TARKARI KO SOUP: Creamy Coconut vegetable soup
1704	Ravintola Mayur	['Vegan', 'Vegetarian']	 | JHINGA MACHHA KO PAKODA : Friteerattuja katkarapuja	 / JHINGA MACHHA KO PAKODA: deep-fried prawns
1705	Ravintola Mayur	['Vegan', 'Vegetarian']	 | PANEER CHILI : Paistettu tuorejuusto, tomaatti, sipuli, valkosipuli tulisessa soija-masalakastikkeessa	 / PANEER CHILI: fried cream cheese, tomato, onion, garlic in spicy soy-masala sauce
1706	Ravintola Mayur	['Vegan', 'Vegetarian']	 | BUTTER CHICKEN : Tandoorissa paistettuja broilerin fileepaloja tomaatti-voikermakastikkeessa	 / BUTTER CHICKEN: chicken fillet pieces fried in tandoor in tomato-butter cream sauce
1707	Ravintola Mayur	['Vegan', 'Vegetarian']	Desserts | MANGO LASSI	Desserts / MANGO LASSI
1708	Ravintola Mayur	['Vegan', 'Vegetarian']	Desserts | NEPALESE COFFEE : Inkiväärillä ja vihreällä kardemummalla maustettu maitokahvi	Desserts / NEPALESE COFFEE: milk coffee flavoured with ginger and green cardamom
1709	Il Treno	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Ranskalaiskori L,G	Starters / French Basket L, G
1710	Il Treno	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Kanakori L : Kananugetteja, maalaisranskalaisia ja talon kermaviilikastiketta	Starters / Chicken Basket L: chicken nuggets, country fries and House whipped cream sauce
1711	Il Treno	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Chicken Wings 8kpl L : Kanansiipiä ja barbequekastiketta	Starters / Chicken Wings 8pc L: chicken wings and barbeque sauce
1712	Il Treno	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Pasta Carbonara L : Kinkkua, kananmunaa, pekonia ja kermakastiketta ja parmesanjuustoa	Mains / Pasta Carbonara L: ham, egg, bacon and cream sauce and Parmesan cheese
1713	Il Treno	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Fish & Chips L : Leivitettyä kalaa, ranskalaiset, coleslaw-salaattia ja tartar-kastiketta	Mains / Fish & Chips L: breaded fish, fries, coleslaw and tartare sauce
1714	Il Treno	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Chicken & Pineapple L : Grillattua kotimaista kanaa, cheddarjuustoa, grillattua ananasta, grillattua tomaattia, grillattua sipulia, chilimajoneesia, maalaisranskalaiset ja coleslaw-salaattia	Mains / Chicken & Pineapple L: grilled domestic chicken, cheddar cheese, grilled pineapple, grilled tomato, grilled onion, chilli mayonnaise, country fries and coleslaw
1715	Il Treno	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Jäätelö 1 Pallo : 1 tai 2 palloa valinnan mukaan. Jäätelöihin voi valita suklaa- tai kinuskikastiketta ja kermavaahtoa	Desserts / ice cream 1 Ball: 1 or 2 balls of your choice. You can choose chocolate or caramel sauce and whipped cream for ice creams
1716	Il Treno	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Jäätelö 2 Palloa : 1 tai 2 palloa valinnan mukaan. Jäätelöihin voi valita suklaa- tai kinuskikastiketta ja kermavaahtoa	Desserts / ice cream 2 balls: 1 or 2 balls of your choice. You can choose chocolate or caramel sauce and whipped cream for ice creams
1717	Il Treno	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Suklaakakkua : Suklaakakkua, vaniljajäätelöä ja kermavaahtoa	Desserts / chocolate cake: chocolate cake, vanilla ice cream and whipped cream
1718	Daddy's Bar & Pizza Vuosaari	['Gluten-free', 'Vegan', 'Vegetarian']	Pizza | Salame : San Marzano tomaattikastike, fior di latte juusto, extra virgin oliiviöljy, salami, persilja	Pizza | Salame: San Marzano tomato sauce, fior di latte cheese, extra virgin olive oil, salami, parsley
1719	Daddy's Bar & Pizza Vuosaari	['Gluten-free', 'Vegan', 'Vegetarian']	Pizza | Tropicana : San Marzano tomaattikastike, fior di latte-juusto, extra virgin oliiviöljy, ananas, broileri, aurajuusto, rucola	Pizza / Tropicana: San Marzano tomato sauce, fior di latte cheese, extra virgin olive oil, pineapple, chicken, aura cheese, arugula
1720	Daddy's Bar & Pizza Vuosaari	['Gluten-free', 'Vegan', 'Vegetarian']	Pizza | Buffala K : San Marzano tomaattikastike, fior di latte-juusto, extra virgin oliiviöljy, aurinkokuivattu tomaatti, kirsikkatomaatti, buffalo mozzarella, basilika	Pizza / buffalo Q: San Marzano tomato sauce, fior di latte cheese, extra virgin olive oil, sundried tomato, cherry tomato, buffalo mozzarella, basil
1721	Himalayan Herkut	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Edamame : Vihreitä nuoria soijapapuja, kevyesti suolattuja.	Starters / Edamame : Green young soybeans, lightly salted.
1722	Himalayan Herkut	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Spicy Green Papaya Salad : Raastettua vihreää papaijaa katkarapujen, tamarindikastikkeen ja maapähkinöiden kanssa.	Starters / Spicy Green Papaya Salad : grated green papaya with shrimp, tamarind sauce and peanuts.
1723	Himalayan Herkut	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Chicken Barbecue : Kanaa thaimaalaisessa maustekastikkeessa, jossa on Panang-currytahnaa, kalakastiketta ja palmusokeria.	Starters / Chicken Barbecue : chicken in a Thai spice sauce with Panang curry paste, fish sauce and palm sugar.
1724	Himalayan Herkut	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Yaki Udon : Paistetut nuudelit naudanlihan, kanan ja vihannesten kanssa.	Mains / Yaki Udon: fried noodles with beef, chicken and vegetables.
1725	Himalayan Herkut	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Duck Basil : Rapea ankka tulisella basilika-kastikkeella. Tarjoillaan riisin ja naan-leivän kera.	Mains / Duck Basil: crispy duck with spicy basil sauce. Served with rice and naan bread.
1726	Himalayan Herkut	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Teriyaki Salmon : Grillattu lohi vihannesten ja teriyakikastikkeen kanssa. Tarjoillaan riisin ja naan-leivän kera.	Mains / Teriyaki Salmon: grilled salmon with vegetables and teriyaki sauce. Served with rice and naan bread.
1727	Himalayan Herkut	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Gulab Jamun : Pehmeät maitopyörykät, liotettu tuoksuvassa sokerisiirapissa.	Desserts / Gulab Jamun : soft milkballs, soaked in fragrant sugar syrup.
1728	Himalayan Herkut	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Fried Banana : Banaanifritterit hunajalla, tarjoillaan vaniljajäätelön kanssa.	Desserts / Fried Banana : banana fritters with honey, served with vanilla ice cream.
1729	Lie Mi Lunch Kitchen	['Gluten-free', 'Vegan', 'Vegetarian']	Brunch | Äitienpäivän Brunssi : Lapset 0-2v. 0€ / 2-6v. 12€ / 7-12v. 20€ Kattaukset 11:00-12:45 , 13:00-15:00	Brunch / mother's Day Brunch: children 0-2yrs. 0€ / 2-6yrs. 12€ / 7-12yrs. 20€ table settings 11:00-12:45 , 13:00-15:00
1730	Ravintola Lia	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | NIGVZIANI BADRIJANI : Eggplant rolls with walnutpaste (VEG, G*)	Starters | NIGVZIANI BADRIJANI: Eggplant rolls with walnutpaste (VEG, G*)
1731	Ravintola Lia	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | SMETANA-EGGPLANT ROLLS : Eggplant with smetana-filling with herbs (G*)	Starters | sour cream-EGGPLANT ROLLS : Eggplant with sour cream-filling with herbs (G*)
1732	Ravintola Lia	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | SHUBA : Herring cake with beetroot, carrot, eggs, onion, mayonnaise and herbs (M, G*)	Starters / SHUBA: Herring cake with beetroot, carrot, eggs, onion, mayonnaise and herbs (M, G*)
1733	Ravintola Lia	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | CHASHUSHULI : Beef stew with tomato and herbs (G*, L/M)	Mains / CHASHUSHULI: Beef stew with tomato and herbs (G*, L / M)
1734	Ravintola Lia	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | QATMIS MTSVADI : Grilled chicken with grilled vegetables served with baje-walnut sauce (G*, L/M)	Mains / QATMIS MTSVADI: Grilled chicken with grilled vegetables served with baje-walnut sauce (G*, L / M)
1735	Ravintola Lia	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | SOKOS CHASHUSHULI : Champignon stew with tomato and herbs (G*, V)	Mains / SOKOS CHASHUSHULI: Champignon stew with tomato and herbs (G*, V)
1736	Ravintola Lia	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | PELAMUSHI : Grape jelly with vanilla ice cream and house jam Muraba (Vegan option available)	Desserts / PELAMUSHI: Grape jelly with vanilla ice cream and house jam Muraba (Vegan option available)
1737	Ravintola Lia	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | NAPOLEON CAKE	Desserts | NAPOLEON CAKE
1738	Ravintola Oda	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Georgialainen vihreä salaatti / Georgian green salad : Kurkkua, tomaattia, saksanpähkinöitä, sipulia, auringonkukkaöljyä (L,G,VE) sis. korianteriaCucumber, tomato, walnut, onion, sunflower oil (L,G,VE) incl. coriander	Starters / Georgian green salad / Georgian green salad: cucumber, tomato, walnuts, onion,sunflower oil (L,G, VE) incl. coriander acucumber, tomato, walnut, onion,sunflower oil (L,G, VE) incl. coriander
1739	Ravintola Oda	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Pkhali ja Pähkinäiset munakoisorullat / Pkhali and eggplant with nuts : Kasvispullat sisältävät punajuurta, pinaattia, kurpitsaa saksanpänkinäkastiketta ja saksanpähkinöillä täytettyjä munakoisoja (L,G,VE)sis. korianteria Vegetarian balls made with beetroot, spinach and pumpkin, mixed with walnut sauce and eggplants filled with walnut sauce (L,G,VE)  incl. coriander	Starters / Pkhali and nutty eggplant rolls / Pkhali and eggplant with nuts : vegetable rolls contain beetroot, spinach, pumpkin with walnut walnut sauce and aubergines stuffed with walnuts (L,G,VE)incl. coriander Vegetarian balls made with beetroot, spinach and pumpkin, mixed with walnut sauce and eggplants filled with walnut sauce (L,G,VE) incl. coriander
1740	Ravintola Oda	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Khinkali karitsan jauhelihalla tai juustolla / Khinkali with lamb or cheese : Georgialainen taikinanyytit karitsan jauhelihaa (L )/juustoa (V) sis. korianteriaGeorgian dumplings with lamb (L) /cheese (V)incl. coriander	Starters / Khinkali with lamb mince or cheese/Khinkali with lamb or cheese : Georgian dough dumplings with lamb mince (L) / cheese (V) incl. coriander ageorgian dumplings with lamb (L) /cheese (V)incl. coriander
1741	Ravintola Oda	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Grillatut possu / Grilled pork : Grillattua possua, tkemali-kastiketta, punaista hapankaalia ja papuja (L,G)Grilled Pork, tkemali sauce, red sour cabbage and beans (L,G)	Mains / grilled pork / Grilled pork: grilled pork, tkemali sauce, red sauerkraut and beans (L, G)Grilled Pork, tkemali sauce, red sour cabbage and beans (L,G)
1742	Ravintola Oda	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Grillatut viiriäiset / Grilled quail . : Grillattuja viiriäisiä, tkemali-kastiketta, punaista hapankaalia ja lobio-papupata (L,G)Grilled quail, tkemali sauce, red sour cabbage and lobio (L,G)	Mains / grilled quail / Grilled quail . : Grilled quail, tkemali sauce, red sauerkraut and lobio bean stew (L, G)Grilled quail, tkemali sauce, red sour cabbage and lobio (L,G)
1743	Ravintola Oda	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Grillattu karitsan kare / Grilled lamb ripple : Grillattua karitsankaretta, tkemali-kastiketta, punaista hapankaalia ja papuja (L,G)Grilled lamb ripple, tkemali sauce, red sour cabbage and beans (L,G)	Mains / grilled lamb kare / Grilled lamb ripple: grilled lamb ripple, tkemali sauce, red sauerkraut and beans (L, G)Grilled lamb ripple, tkemali sauce, red sour cabbage and beans (L,G)
1744	Ravintola Oda	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | ODA : Kysy tarjoilijaltaAsk from the waitress/waiter	Desserts / ODA: ask the waitress
1745	Trattoria Sogno	[]	Salads | Insalata alla Sogno : Talon raikkaita salaatteja, marinoitua salaattisipulia, persikkaa, herneitä, kurkkua, tomaattia, farroa ja quartirolo-juustoaValitse : Grillattua mustekalaa, Paistettu scampi,  Paahtopaisti, Hiillostettu parsa	Salads | Insalata alla Sogno: House fresh salads, pickled lettuce, peach, peas, cucumber, tomato, farro and quartirolo cheese choose: grilled octopus, fried scampi, roast beef, grilled asparagus
